Contribution_ID,Paper_ID,Paper_Title,Predicate_ID,Predicate_Label,Object_ID,Property_Type,Value,Availability%,Avail_Reason,Accessibility%,Access_Reason,Linkability%,Link_Reason,License%,Lic_Reason,Repo_Type,Ontology_Source,License_Name
R25707,R25706,Gephi: An Open Source Software for Exploring and M,P76003,data analysis method,wikidata:Q451553,resource,visualization,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R25707,R25706,Gephi: An Open Source Software for Exploring and M,P76003,data analysis method,R246203,resource,Topic Analysis,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R246203,100,Inapplicable (not repo URL),,,
R25707,R25706,Gephi: An Open Source Software for Exploring and M,P76003,data analysis method,wikidata:Q56001281,resource,Time Analysis,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R25707,R25706,Gephi: An Open Source Software for Exploring and M,P76003,data analysis method,R246199,resource,Space Analysis,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R246199,100,Inapplicable (not repo URL),,,
R25707,R25706,Gephi: An Open Source Software for Exploring and M,P76003,data analysis method,wikidata:Q4417999,resource,network analysis,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L1604859,literal,Requirements engineering is a systematic and disciplined approach to the specifi,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_SOURCE_CODE,source code,L553444,url,https://github.com/ScienceIE/scienceie.github.io,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_SOURCE_CODE,source code,L553443,url,https://github.com/ScienceIE/scienceie.github.io,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_SOURCE_CODE,source code,L553442,url,https://github.com/ScienceIE/scienceie.github.io,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_SOURCE_CODE,source code,L553440,url,https://github.com/ScienceIE/scienceie.github.io,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P1004,model,R224599,resource,end-to-end relation extraction model,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224599,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_DATASET,has dataset,R69283,resource,ScienceIE,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69283,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_BENCHMARK,has benchmark,R224631,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224631,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_MODEL,model name,R224630,resource,CRF layer with RNNs,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224630,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_MODEL,model name,R224599,resource,end-to-end relation extraction model,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224599,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_DATASET,has dataset,R69283,resource,ScienceIE,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69283,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_BENCHMARK,has benchmark,R224611,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224611,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_DATASET,has dataset,R69283,resource,ScienceIE,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69283,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_MODEL,model name,R224599,resource,end-to-end relation extraction model,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224599,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_BENCHMARK,has benchmark,R224601,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224601,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_MODEL,model name,R224599,resource,end-to-end relation extraction model,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224599,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_DATASET,has dataset,R69283,resource,ScienceIE,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69283,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,HAS_BENCHMARK,has benchmark,R224563,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224563,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P17001,data source,wikidata:Q2571518,resource,ScienceDirect,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,SCHEMAORG:url,url,L537917,url,https://scienceie.github.io/index.html,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,SCHEMAORG:description,description,L530121,literal,The task is divided into three subtasks: A) Mention-level keyphrase identificati,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P41878,Data domains,wikidata:Q413,resource,physics,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P41878,Data domains,wikidata:Q228736,resource,materials science,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P41878,Data domains,wikidata:Q21198,resource,computer science,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P14,description,L523850,literal,"any material used for research (corpora, physical material, etc.)",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P14,description,L523816,literal,a dataset that was created manually,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P65001,Generation method,R206116,resource,manual,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R206116,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L411951,literal,each token assigns a random label for each of the subtasks,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L411950,literal,"converts .ann files into instances, as described above, then converts them back ",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L410074,literal,"Atomic and molecular clusters, nanoparticles: geometric, electronic, optical, ch",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,P41872,Data coverage,R145812,resource,Scholarly article full-text,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R145812,100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L407556,literal,"B is a hyponym of A, B is a
type of A.",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L383612,literal,"Convers research on health monitoring, water resources, network planning, and di",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L379718,literal,Educational Technology with Artificial Intelligence features,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369118,literal,"Space plasma physics. Heliophysics. Space weather. Planetary magnetospheres, ion",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369109,literal,Radiation therapy. Radiation dosimetry. Biomedical imaging modelling. Reconstruc,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369107,literal,"History and philosophy of all branches of physics, astrophysics, and cosmology, ",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369034,literal,Atmospheric physics. Biogeosciences. Computational geophysics. Geographic locati,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369030,literal,"Report of results of a research study, laboratory experience, assessment or clas",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369028,literal,"Methods, software and hardware for physics data analysis: data processing and st",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369026,literal,All aspects of computational science applied to physics.,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369024,literal,Newtonian and relativistic dynamics; many particle systems; planetary motions; c,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369019,literal,"Atomic and molecular structure, spectra, collisions, and data. Atoms and molecul",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369016,literal,"Applications of physics to new technology, including electronic devices, optics,",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369014,literal,Accelerator theory and simulation. Accelerator technology. Accelerator experimen,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369012,literal,"exactly solvable systems, integrable PDEs, integrable ODEs, Painleve analysis, i",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369011,literal,"pattern formation, coherent structures, solitons
",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369010,literal,"computational methods, time series analysis, signal processing, wavelets, lattic",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369009,literal,"dynamical systems, chaos, quantum chaos, topological dynamics, cycle expansions,",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L369008,literal,"adaptation, self-organizing systems, statistical physics, fluctuating systems, s",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L367080,literal,"General Relativity and Quantum Cosmology Areas of gravitational physics, includi",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L367077,literal,"Membranes, polymers, liquid crystals, glasses, colloids, granular matter",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L367075,literal,"Ultracold atomic and molecular gases, Bose-Einstein condensation, Feshbach reson",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L367074,literal,"Semiconducting nanostructures: quantum dots, wires, and wells. Single electronic",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L367071,literal,"Glasses and spin glasses; properties of random, aperiodic and quasiperiodic syst",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L367002,literal,"Theory, algorithms, and architectures for the formation, capture, processing, co",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L367000,literal,"Theory and methods for processing signals representing audio, speech, and langua",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366991,literal,"Covers design tools, software metrics, testing and debugging, programming enviro",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366990,literal,"Covers programming language semantics, language features, programming approaches",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366987,literal,"Covers all aspects of computer communication networks, including network archite",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366982,literal,"Covers multiagent systems, distributed artificial intelligence, intelligent agen",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366979,literal,"Covers all aspects of logic in computer science, including finite model theory, ",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366977,literal,"Papers on all aspects of machine learning research (supervised, unsupervised, re",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366976,literal,Covers theoretical and experimental aspects of information theory and coding.,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366974,literal,"Covers human factors, user interfaces, and collaborative computing.",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366971,literal,Covers all aspects of computer graphics,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366970,literal,Covers all theoretical and applied aspects at the intersection of computer scien,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366940,literal,"Roughly includes material in ACM Subject Classes I.3.5 and F.2.2.
[Wiki] Computa",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69283,R69282,SemEval 2017 Task 10: ScienceIE - Extracting Keyph,description,description,L366934,literal,"Covers models of computation, complexity classes, structural complexity, complex",100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,description,description,L1604859,literal,Requirements engineering is a systematic and disciplined approach to the specifi,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_MODEL,model name,R123011,resource,SciBERT (full data),100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R123011,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_SOURCE_CODE,source code,L557337,url,https://github.com/arthurbra/stm-corpus,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_MODEL,model name,R123013,resource,SciBERT (active learning),100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R123013,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_SOURCE_CODE,source code,L557335,url,https://github.com/arthurbra/stm-corpus,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_MODEL,model name,R123013,resource,SciBERT (active learning),100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R123013,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_SOURCE_CODE,source code,L557333,url,https://github.com/arthurbra/stm-corpus,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_SOURCE_CODE,source code,L557332,url,https://github.com/arthurbra/stm-corpus,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_MODEL,model name,R123013,resource,SciBERT (active learning),100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R123013,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_MODEL,model name,R123013,resource,SciBERT (active learning),100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R123013,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_SOURCE_CODE,source code,L557331,url,https://github.com/arthurbra/stm-corpus,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,SCHEMAORG:url,url,L557330,url,https://github.com/arthurbra/stm-corpus,100,Valid: has value,100,Valid: HTTP 200,100,Inapplicable (not resource),0,Not Valid: API failed,github,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_DATASET,has dataset,R69286,resource,OA-STM,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69286,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_BENCHMARK,has benchmark,R224443,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224443,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_DATASET,has dataset,R69286,resource,OA-STM,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69286,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_BENCHMARK,has benchmark,R224384,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224384,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_DATASET,has dataset,R69286,resource,OA-STM,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69286,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_BENCHMARK,has benchmark,R224314,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224314,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_DATASET,has dataset,R69286,resource,OA-STM,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69286,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_BENCHMARK,has benchmark,R224258,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224258,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_DATASET,has dataset,R69286,resource,OA-STM,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R69286,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,HAS_BENCHMARK,has benchmark,R224233,resource,Benchmark,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R224233,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P1004,model,R222059,resource,domain-independent classifier,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R222059,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,SCHEMAORG:description,description,L541996,literal, It consists of three components: (a) a token embedding layer comprising a per-s,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,SCHEMAORG:description,description,L530134,literal,110 abstract (11 abstracts from 10 domains),100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q11190,resource,medicine,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q395,resource,mathematics,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q228736,resource,materials science,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q11023,resource,engineering,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q8008,resource,earth science,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q21198,resource,computer science,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q2329,resource,chemistry,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q420,resource,biology,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q333,resource,astronomy,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41878,Data domains,wikidata:Q11451,resource,agriculture,100,Valid: has value,100,Inapplicable (not URL),100,Valid: linked to wikidata,100,Inapplicable (not repo URL),,wikidata,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P14,description,L523816,literal,a dataset that was created manually,100,Valid: has value,100,Inapplicable (not URL),100,Inapplicable (not resource),100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P1004,model,R125989,resource,SciBERT,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R125989,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P65001,Generation method,R206116,resource,manual,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R206116,100,Inapplicable (not repo URL),,,
R69286,R69285,Domain-Independent Extraction of Scientific Concep,P41872,Data coverage,R145755,resource,Scholarly article abstracts,100,Valid: has value,100,Inapplicable (not URL),0,Not Valid: internal ORKG resource R145755,100,Inapplicable (not repo URL),,,
